Wall time,Step,Value
1585333703.6434178,0,inf
1585333703.6435173,1,67.18263244628906
1585333703.6435745,2,33.476539611816406
1585333703.643624,3,22.241172790527344
1585333703.6436734,4,16.623491287231445
1585333703.6437216,5,13.252881050109863
1585333703.6443253,6,11.005807876586914
1585333703.644375,7,9.400755882263184
1585333703.6444237,8,8.196967124938965
1585333703.6444724,9,7.26068639755249
1585333703.644521,10,6.511662006378174
1585333703.6451745,11,5.898824214935303
1585333703.645223,12,5.388125896453857
1585333703.6452715,13,4.955996036529541
1585333703.6453197,14,4.585599422454834
1585333703.6453674,15,4.264589309692383
1585333703.6458118,16,3.9837050437927246
1585333703.6458604,17,3.735866069793701
1585333703.6459088,18,3.5155649185180664
1585333703.6459575,19,3.318453073501587
1585333703.6460056,20,3.141052722930908
1585333703.6464484,21,2.9805474281311035
1585333703.6464968,22,2.8346335887908936
1585333703.6465447,23,2.7014079093933105
1585333703.646593,24,2.579284429550171
1585333703.646641,25,2.466930627822876
1585333703.6470897,26,2.363219738006592
1585333703.6471386,27,2.267190933227539
1585333703.647187,28,2.1780214309692383
1585333703.6472352,29,2.095001459121704
1585333703.6472836,30,2.0175161361694336
1585333703.6477215,31,1.945029854774475
1585333703.64777,32,1.8770740032196045
1585333703.6478179,33,1.8132367134094238
1585333703.6478672,34,1.7531545162200928
1585333703.6479192,35,1.6965056657791138
1585333703.648356,36,1.6430039405822754
1585333703.6484044,37,1.5923941135406494
1585333703.6484523,38,1.5444481372833252
1585333703.6485,39,1.4989607334136963
1585333703.6485474,40,1.4557478427886963
1585333703.6487563,41,1.4146428108215332
1585333703.648804,42,1.375495195388794
1585333703.6492498,43,1.3381683826446533
1585333703.6492975,44,1.302538275718689
1585333703.6493456,45,1.2684917449951172
1585333703.649393,46,1.2359254360198975
1585333703.6494405,47,1.2047449350357056
1585333703.6498778,48,1.1748636960983276
1585333703.6499257,49,1.1462020874023438
1585333703.649973,50,1.1186869144439697
1585333703.6500208,51,1.0922507047653198
1585333703.6500683,52,1.066831350326538
1585333703.6505058,53,1.042371153831482
1585333703.6505532,54,1.0188169479370117
1585333703.6506002,55,0.9961192607879639
1585333703.6506474,56,0.9742321968078613
1585333703.6506948,57,0.9531130790710449
1585333703.651138,58,0.9327222108840942
1585333703.6511858,59,0.9130225777626038
1585333703.6512334,60,0.893979549407959
1585333703.651281,61,0.8755609393119812
1585333703.6513283,62,0.8577364683151245
1585333703.6517656,63,0.8404778242111206
1585333703.6518135,64,0.8237585425376892
1585333703.6518612,65,0.8075537085533142
1585333703.6519086,66,0.7918398976325989
1585333703.6519566,67,0.7765951752662659
1585333703.6523964,68,0.7617987990379333
1585333703.6524441,69,0.7474313378334045
1585333703.652492,70,0.7334743738174438
1585333703.6525404,71,0.7199105024337769
1585333703.652588,72,0.7067234516143799
1585333703.6530266,73,0.6938977241516113
1585333703.653075,74,0.6814185976982117
1585333703.653123,75,0.669272243976593
1585333703.6531706,76,0.6574455499649048
1585333703.6532187,77,0.6459260582923889
1585333703.6533918,78,0.6347019076347351
1585333703.6538403,79,0.6237618923187256
1585333703.6538904,80,0.6130954623222351
1585333703.6539383,81,0.6026923060417175
1585333703.6539867,82,0.5925429463386536
1585333703.6540346,83,0.582638144493103
1585333703.6545188,84,0.5729691386222839
1585333703.6545691,85,0.5635276436805725
1585333703.654617,86,0.5543057322502136
1585333703.6546652,87,0.5452958345413208
1585333703.6547134,88,0.5364906787872314
1585333703.655246,89,0.5278834104537964
1585333703.6553135,90,0.5194674134254456
1585333703.6553783,91,0.5112363696098328
1585333703.6554434,92,0.5031842589378357
1585333703.6555088,93,0.4953053295612335
1585333703.6559763,94,0.48759400844573975
1585333703.656044,95,0.48004505038261414
1585333703.656109,96,0.4726533591747284
1585333703.656174,97,0.4654140770435333
1585333703.6562393,98,0.45832255482673645
1585333703.6567051,99,0.45137426257133484
1585333703.656773,100,0.44456496834754944
1585333703.6568377,101,0.4378904700279236
1585333703.6569023,102,0.4313468933105469
1585333703.656967,103,0.4249303340911865
1585333703.657431,104,0.4186371862888336
1585333703.6574986,105,0.412463903427124
1585333703.6575634,106,0.40640711784362793
1585333703.6576278,107,0.4004635214805603
1585333703.657693,108,0.39462998509407043
1585333703.6581576,109,0.38890349864959717
1585333703.6582258,110,0.3832811415195465
1585333703.6582901,111,0.3777600824832916
1585333703.6583555,112,0.37233760952949524
1585333703.6584203,113,0.36701110005378723
1585333703.6586158,114,0.36177805066108704
1585333703.6586826,115,0.35663601756095886
1585333703.6591654,116,0.3515826165676117
1585333703.6592307,117,0.34661561250686646
1585333703.6592958,118,0.34173280000686646
1585333703.659361,119,0.3369320333003998
1585333703.6594262,120,0.33221131563186646
1585333703.659894,121,0.32756859064102173
1585333703.6599596,122,0.3230019807815552
1585333703.6600242,123,0.31850963830947876
1585333703.6600893,124,0.31408974528312683
1585333703.6601543,125,0.3097405731678009
1585333703.6606185,126,0.3054604232311249
1585333703.6606839,127,0.3012476861476898
1585333703.6607487,128,0.2971007823944092
1585333703.6608143,129,0.2930181622505188
1585333703.6608794,130,0.2889983654022217
1585333703.6613474,131,0.2850399315357208
1585333703.6614127,132,0.281141459941864
1585333703.6614778,133,0.2773016095161438
1585333703.6615431,134,0.2735190987586975
1585333703.6616082,135,0.2697926163673401
1585333703.662078,136,0.26612091064453125
1585333703.6621435,137,0.2625028192996979
1585333703.6622086,138,0.25893718004226685
1585333703.662274,139,0.25542283058166504
1585333703.6623394,140,0.2519586980342865
1585333703.6628122,141,0.24854369461536407
1585333703.6628778,142,0.2451767772436142
1585333703.66295,143,0.24185696244239807
1585333703.6630156,144,0.2385832518339157
1585333703.6630805,145,0.2353547066450119
1585333703.6635525,146,0.23217037320137024
1585333703.6636176,147,0.22902937233448029
1585333703.663683,148,0.2259308248758316
1585333703.6637475,149,0.22287385165691376
1585333703.6638124,150,0.21985764801502228
1585333703.6640117,151,0.2168813943862915
1585333703.6644876,152,0.21394430100917816
1585333703.6645546,153,0.21104559302330017
1585333703.664619,154,0.20818454027175903
1585333703.6646838,155,0.20536039769649506
1585333703.664749,156,0.20257246494293213
1585333703.665216,157,0.19982005655765533
1585333703.6652834,158,0.19710247218608856
1585333703.665348,159,0.19441908597946167
1585333703.6654127,160,0.19176924228668213
1585333703.6654778,161,0.1891523003578186
1585333703.665948,162,0.18656767904758453
1585333703.6660156,163,0.18401476740837097
1585333703.6660807,164,0.18149298429489136
1585333703.6661453,165,0.17900177836418152
1585333703.6662092,166,0.1765405833721161
1585333703.6666777,167,0.1741088628768921
1585333703.6667452,168,0.17170608043670654
1585333703.6668103,169,0.16933174431324005
1585333703.6668751,170,0.16698534786701202
1585333703.6669476,171,0.16466638445854187
1585333703.667417,172,0.16237439215183258
1585333703.6674852,173,0.16010887920856476
1585333703.6675503,174,0.15786942839622498
1585333703.6676157,175,0.15565556287765503
1585333703.667681,176,0.1534668505191803
1585333703.6681921,177,0.15130287408828735
1585333703.6682599,178,0.14916321635246277
1585333703.6683252,179,0.14704746007919312
1585333703.6683905,180,0.14495521783828735
1585333703.6684558,181,0.14288608729839325
1585333703.6689007,182,0.14083969593048096
1585333703.6689684,183,0.13881567120552063
1585333703.6690328,184,0.13681364059448242
1585333703.6690984,185,0.13483326137065887
1585333703.669163,186,0.13287417590618134
1585333703.6692903,187,0.13093604147434235
1585333703.6696513,188,0.12901853024959564
1585333703.6697168,189,0.12712129950523376
1585333703.669782,190,0.12524405121803284
1585333703.669847,191,0.123386450111866
1585333703.6699116,192,0.12154820561408997
1585333703.6702597,193,0.11972900480031967
1585333703.6703243,194,0.11792856454849243
1585333703.6703894,195,0.11614658683538437
1585333703.6704545,196,0.1143827885389328
1585333703.6705198,197,0.11263690143823624
1585333703.6708643,198,0.11090864986181259
1585333703.6709397,199,0.10919777303934097
1585333703.6710055,200,0.1075039952993393
1585333703.6710706,201,0.10582707822322845
1585333703.6711352,202,0.10416676104068756
1585333703.6714792,203,0.10252279788255692
1585333703.6715436,204,0.10089495778083801
1585333703.6716077,205,0.09928299486637115
1585333703.6716726,206,0.09768668562173843
1585333703.6717365,207,0.09610579907894135
1585333703.672082,208,0.09454011172056198
1585333703.672148,209,0.09298940747976303
1585333703.6722136,210,0.09145347774028778
1585333703.6722786,211,0.08993209898471832
1585333703.6723435,212,0.08842507749795914
1585333703.6726859,213,0.08693219721317291
1585333703.6727514,214,0.08545327931642532
1585333703.6728163,215,0.08398811519145966
1585333703.6728818,216,0.08253651857376099
1585333703.6729467,217,0.0810982957482338
1585333703.6732895,218,0.07967327535152435
1585333703.6733546,219,0.07826126366853714
1585333703.6734192,220,0.07686208933591843
1585333703.673484,221,0.07547558099031448
1585333703.673549,222,0.07410155981779099
1585333703.6736836,223,0.0727398619055748
1585333703.6740327,224,0.07139032334089279
1585333703.6740983,225,0.07005278021097183
1585333703.6741633,226,0.06872706860303879
1585333703.6742294,227,0.06741304695606232
1585333703.674295,228,0.06611054390668869
1585333703.674639,229,0.06481941789388657
1585333703.6747043,230,0.063539519906044
1585333703.674769,231,0.06227070838212967
1585333703.6748345,232,0.06101283058524132
1585333703.6749048,233,0.05976574867963791
1585333703.675249,234,0.0585293285548687
1585333703.675315,235,0.057303428649902344
1585333703.6753798,236,0.0560879185795784
1585333703.6754448,237,0.05488266423344612
1585333703.67551,238,0.05368753895163536
1585333703.6758509,239,0.05250241607427597
1585333703.675916,240,0.0513271689414978
1585333703.6759813,241,0.05016167461872101
1585333703.676046,242,0.049005813896656036
1585333703.676111,243,0.04785946384072304
1585333703.676455,244,0.04672251269221306
1585333703.6765199,245,0.04559484124183655
1585333703.6765852,246,0.04447633773088455
1585333703.6766503,247,0.04336689040064812
1585333703.6767156,248,0.04226639121770859
1585333703.677058,249,0.04117473214864731
1585333703.6771233,250,0.040091805160045624
1585333703.6771884,251,0.03901750594377518
1585333703.6772535,252,0.03795173391699791
1585333703.6773183,253,0.03689438849687576
1585333703.6776602,254,0.03584536910057068
