Wall time,Step,Value
1585332732.4248555,0,inf
1585332733.1500223,1,inf
1585332733.8701909,2,inf
1585332734.6091893,3,inf
1585332735.2954104,4,inf
1585332735.9598987,5,inf
1585332736.6290703,6,inf
1585332737.2763367,7,inf
1585332737.9035199,8,inf
1585332738.536956,9,inf
1585332739.1544347,10,inf
1585332739.7735605,11,inf
1585332740.4030404,12,inf
1585332740.994066,13,inf
1585332741.591202,14,inf
1585332742.1991222,15,inf
1585332742.7926517,16,inf
1585332743.379931,17,inf
1585332743.9878225,18,inf
1585332744.578319,19,inf
1585332745.1763868,20,-0.1432620733976364
1585332745.777377,21,-0.11925116181373596
1585332746.3670123,22,-0.11278502643108368
1585332746.945226,23,-0.12120064347982407
1585332747.5512335,24,-0.12156488001346588
1585332748.1467688,25,-0.1125606894493103
1585332748.7314494,26,-0.11392661929130554
1585332749.3435266,27,-0.109773188829422
1585332749.9324522,28,-0.10651084035634995
1585332750.5107176,29,-0.1014133095741272
1585332751.0992644,30,-0.09623353183269501
1585332751.683137,31,-0.09225047379732132
1585332752.2688856,32,-0.08562073856592178
1585332752.8552876,33,-0.07538901269435883
1585332753.4352274,34,-0.07379657030105591
1585332754.016706,35,-0.06855843216180801
1585332754.6168077,36,-0.06466194987297058
1585332755.190718,37,-0.06104408949613571
1585332755.77003,38,-0.05754562467336655
1585332756.363756,39,-0.054052114486694336
1585332756.9311643,40,-0.052808716893196106
1585332757.5145762,41,-0.04938334599137306
1585332758.1031191,42,-0.044911183416843414
1585332758.673379,43,-0.04222787544131279
1585332759.2524486,44,-0.04359300062060356
1585332759.8574264,45,-0.03874152526259422
1585332760.4327447,46,-0.04077834263443947
1585332761.0251048,47,-0.03785477951169014
1585332761.6098747,48,-0.03501468524336815
1585332762.193696,49,-0.032123975455760956
1585332762.7635036,50,-0.03099871054291725
1585332763.35802,51,-0.032275520265102386
1585332763.929033,52,-0.03599844500422478
1585332764.500144,53,-0.02860449254512787
1585332765.0866165,54,-0.02575041726231575
1585332765.6645606,55,-0.024757463485002518
1585332766.2366397,56,-0.023903366178274155
1585332766.8262553,57,-0.022852545604109764
1585332767.4017453,58,-0.02171081304550171
1585332767.9711902,59,-0.02195858582854271
1585332768.552221,60,-0.021901482716202736
1585332769.1249592,61,-0.024680884554982185
1585332769.700994,62,-0.023181891068816185
1585332770.2787414,63,-0.01870637573301792
1585332770.8508434,64,-0.011232786811888218
1585332771.424205,65,-0.006710940506309271
1585332772.0102875,66,-0.006389021873474121
1585332772.5921893,67,-0.006266346201300621
1585332773.175528,68,-0.008265770971775055
1585332773.7635424,69,-0.0075928159058094025
1585332774.3408518,70,-0.006710108835250139
1585332774.9158533,71,-0.006604135036468506
1585332775.5014105,72,-0.009323803707957268
1585332776.0770895,73,-0.010704109445214272
1585332776.6476681,74,-0.009164904244244099
1585332777.2431774,75,-0.008280628360807896
1585332777.824925,76,-0.007433013059198856
1585332778.4070957,77,-0.0071942806243896484
1585332778.989823,78,-0.0058477772399783134
1585332779.5661826,79,-0.005658780224621296
1585332780.1455338,80,-0.0046331253834068775
1585332780.7304108,81,-0.004288572818040848
1585332781.305522,82,-0.0077715483494102955
1585332781.8928707,83,-0.013505440205335617
1585332782.4967928,84,-0.013289733789861202
1585332783.0689752,85,-0.011110076680779457
1585332783.64136,86,-0.00907960720360279
1585332784.2424095,87,-0.009217933751642704
1585332784.8170574,88,-0.008438603021204472
1585332785.4052703,89,-0.007739217486232519
1585332785.9916613,90,-0.007077709771692753
1585332786.5711787,91,-0.006524064112454653
1585332787.1422057,92,-0.006065459456294775
1585332787.7315164,93,-0.005637714639306068
1585332788.3105278,94,-0.005246899556368589
1585332788.8980112,95,-0.004765993449836969
1585332789.4817407,96,-0.004689883440732956
1585332790.0753055,97,-0.00503819715231657
1585332790.6561806,98,-0.003885700600221753
1585332791.2396636,99,-0.002252817153930664
1585332791.814201,100,-0.0033189246896654367
1585332792.3895373,101,-0.003133706282824278
1585332792.9766774,102,-0.0023642496671527624
1585332793.5492826,103,-0.0031709419563412666
