Wall time,Step,Value
1585173737.0187979,0,4.882591247558594
1585173737.8610609,1,4.322353363037109
1585173738.6880994,2,4.1709160804748535
1585173739.5314302,3,4.163692951202393
1585173740.3253806,4,4.064442157745361
1585173741.062544,5,3.8919613361358643
1585173741.8244684,6,3.6717495918273926
1585173742.588146,7,3.573265790939331
1585173743.3299987,8,3.3993849754333496
1585173744.070635,9,3.2936151027679443
1585173744.8027363,10,3.1846959590911865
1585173745.536295,11,3.030391216278076
1585173746.2554219,12,2.9280645847320557
1585173746.9306557,13,2.7846450805664062
1585173747.6052358,14,2.643643856048584
1585173748.3262413,15,2.483163833618164
1585173749.0003912,16,2.3806540966033936
1585173749.6743002,17,2.234142303466797
1585173750.358592,18,2.186595916748047
1585173751.0322292,19,2.096583843231201
1585173751.7304513,20,1.9327325820922852
1585173752.4102786,21,1.815633773803711
1585173753.081763,22,1.742243766784668
1585173753.7505398,23,1.8235113620758057
1585173754.4306366,24,1.6776236295700073
1585173755.0986161,25,1.6375995874404907
1585173755.758049,26,1.654144048690796
1585173756.4350438,27,1.5085829496383667
1585173757.0990243,28,1.414652705192566
1585173757.7949095,29,1.352229118347168
1585173758.5136957,30,1.2659026384353638
1585173759.193527,31,1.213652491569519
1585173759.8787289,32,1.183646321296692
1585173760.5658674,33,1.2143733501434326
1585173761.2515447,34,1.292397141456604
1585173761.956347,35,1.8399966955184937
1585173762.650572,36,1.1952499151229858
1585173763.3441088,37,1.192609429359436
1585173764.0103846,38,1.1049426794052124
1585173764.677481,39,1.008754849433899
1585173765.3253794,40,0.9619365334510803
1585173765.9756918,41,0.9216524958610535
1585173766.6470804,42,0.888089656829834
1585173767.3082175,43,0.863761305809021
1585173767.9649656,44,0.8550159931182861
1585173768.6381187,45,0.8404876589775085
1585173769.2967553,46,0.8408193588256836
1585173769.9608798,47,0.9422243237495422
1585173770.638527,48,0.9956380128860474
1585173771.2952812,49,0.9907351136207581
1585173771.9394143,50,0.9489536881446838
1585173772.5868082,51,0.9063006043434143
1585173773.2373178,52,0.8688949942588806
1585173773.892061,53,0.8349713683128357
1585173774.5555222,54,0.8057279586791992
1585173775.2105284,55,0.7792627215385437
1585173775.8657646,56,0.7572702169418335
1585173776.5347252,57,0.73879075050354
1585173777.1927004,58,0.7227152585983276
1585173777.8618047,59,0.7085046768188477
1585173778.5392745,60,0.696979284286499
1585173779.1985624,61,0.6876689791679382
1585173779.8574753,62,0.6815614104270935
1585173780.531115,63,0.6730825901031494
1585173781.1890073,64,0.6576621532440186
1585173781.8450406,65,0.6708781719207764
1585173782.5168715,66,0.6471688747406006
1585173783.1698794,67,0.6417993903160095
1585173783.8225803,68,0.6500730514526367
1585173784.4898992,69,0.6306299567222595
1585173785.1464295,70,0.6259943842887878
1585173785.8027747,71,0.6204661130905151
1585173786.4749298,72,0.6187254190444946
1585173787.128266,73,0.593541145324707
1585173787.7836902,74,0.5849271416664124
1585173788.4536746,75,0.5966240167617798
1585173789.114089,76,0.5871859788894653
1585173789.7712572,77,0.5842136144638062
1585173790.4445598,78,0.5818203687667847
1585173791.1033494,79,0.5802770256996155
1585173791.7644851,80,0.5768635869026184
1585173792.4338622,81,0.554897129535675
1585173793.0947003,82,0.5520414113998413
1585173793.7536652,83,0.5630978941917419
1585173794.4192953,84,0.5594009757041931
1585173795.0750732,85,0.5555427670478821
1585173795.7264426,86,0.5545538663864136
1585173796.389153,87,0.5713109374046326
1585173797.0394034,88,0.5515730977058411
1585173797.6924584,89,0.5365206599235535
1585173798.3631487,90,0.5307552218437195
1585173799.0213332,91,0.5250929594039917
1585173799.679267,92,0.524311900138855
1585173800.345344,93,0.5349893569946289
1585173801.0044034,94,0.5333857536315918
1585173801.6612651,95,0.5252072811126709
1585173802.333907,96,0.5097984075546265
1585173802.9915664,97,0.5040221810340881
1585173803.6467083,98,0.5063554644584656
1585173804.310189,99,0.4965435564517975
1585173804.962437,100,0.49180424213409424
1585173805.6165419,101,0.488560289144516
1585173806.2837744,102,0.48592251539230347
1585173806.938507,103,0.4898917078971863
1585173807.5976589,104,0.4821113049983978
1585173808.302729,105,0.47807008028030396
1585173808.959105,106,0.477937251329422
1585173809.6208155,107,0.5096423029899597
1585173810.291219,108,0.4815579950809479
1585173810.947589,109,0.48219501972198486
1585173811.6077492,110,0.4840991795063019
1585173812.280666,111,0.4717813730239868
1585173812.9386048,112,0.4706820249557495
1585173813.5999744,113,0.4880419373512268
1585173814.2670145,114,0.4854428172111511
1585173814.9268284,115,0.479053258895874
1585173815.5785458,116,0.47468477487564087
1585173816.2394445,117,0.456382691860199
1585173816.8940024,118,0.4575611352920532
1585173817.5467558,119,0.45567944645881653
1585173818.2131622,120,0.4768421947956085
1585173818.8743248,121,0.46955910325050354
1585173819.5370145,122,0.5341885089874268
1585173820.2104764,123,0.5017619132995605
1585173820.875542,124,0.4795567989349365
1585173821.537195,125,0.46588417887687683
1585173822.2083695,126,0.4417198896408081
1585173822.8695524,127,0.4350520372390747
1585173823.5289078,128,0.43134889006614685
1585173824.206252,129,0.4434448182582855
1585173824.8648353,130,0.4619942009449005
1585173825.5245428,131,0.6215113997459412
1585173826.1963308,132,0.5425604581832886
1585173826.8495538,133,0.5260933637619019
1585173827.5049274,134,0.5068467259407043
1585173828.1739724,135,0.4839538335800171
1585173828.8300512,136,0.46966609358787537
1585173829.487208,137,0.46301034092903137
1585173830.1816168,138,0.451535701751709
1585173830.8362467,139,0.44733288884162903
1585173831.4924479,140,0.44877922534942627
1585173832.156876,141,0.4276350140571594
1585173832.8160152,142,0.4246164560317993
1585173833.4774077,143,0.4246109426021576
1585173834.1467564,144,0.4205526113510132
1585173834.8038557,145,0.441723495721817
1585173835.4614146,146,0.4142063856124878
1585173836.1325898,147,0.41813787817955017
1585173836.7924917,148,0.41448551416397095
1585173837.4527652,149,0.4014429450035095
1585173838.15077,150,0.3981436491012573
1585173838.8120997,151,0.3935008645057678
